time,PWM0,PWM1,PWM2,PWM3
8.190000,32338,32994,33314,32942
8.200000,32465,32945,33136,33047
8.210000,32616,32884,33104,33064
8.220000,32518,32673,33291,33197
8.230000,32604,32650,33252,33223
8.240000,32522,32808,33418,33029
8.250000,32558,33059,33423,32742
8.260000,32617,33091,33318,32731
8.270000,32810,33170,33066,32734
8.280000,32876,33295,33042,32585
8.290000,32673,33277,33271,32523
8.300000,32649,33190,33181,32658
8.310000,32792,32965,32929,33013
8.320000,33102,32874,32597,33268
8.330000,33116,32813,32703,33352
8.340000,32972,32779,32983,33284
8.350000,32925,32816,33065,33180
8.360000,33026,32862,32934,33151
8.370000,32984,33026,33011,32959
8.380000,33062,32974,32894,33013
8.390000,33252,33078,32725,32929
8.400000,33370,33178,32677,32794
8.410000,33318,33127,32734,32826
8.420000,33206,33215,32837,32705
8.430000,33296,33278,32689,32641
8.440000,33007,33223,32974,32596
8.450000,32656,32859,33205,32922
8.460000,32545,32739,33234,33069
8.470000,32505,32653,33188,33241
8.480000,32542,32733,33223,33154
8.490000,32585,32757,33223,33124
8.500000,32693,32885,33163,32997
8.510000,32704,32764,33194,33090
8.520000,32736,32718,33150,33177
8.530000,32959,32961,32972,32971
8.540000,32907,32932,33130,32897
8.550000,32828,32760,33232,33014
8.560000,32757,32798,33308,32970
8.570000,32753,32805,33276,32979
8.580000,32960,32859,33050,32989
8.590000,33094,33019,32987,32856
8.600000,33225,33074,32888,32837
8.610000,33192,33103,32986,32778
8.620000,33115,33149,33104,32655
8.630000,33088,33139,33076,32647
8.640000,32888,33141,33248,32603
8.650000,32576,33065,33495,32625
8.660000,32442,32902,33478,32849
8.670000,32441,32859,33406,32954
8.680000,32585,32555,33156,33376
8.690000,32846,32732,32958,33286
8.700000,32999,32919,32916,33073
8.710000,33148,33059,32841,32889
8.720000,33302,33254,32760,32638
8.730000,33309,33178,32729,32702
8.740000,33217,32972,32827,32871
8.750000,33219,32841,32833,32977
8.760000,33156,32685,32936,33084
8.770000,33047,32625,33060,33112
8.780000,32985,32596,33079,33163
8.790000,32902,32605,33117,33170
8.800000,32752,32739,33285,32999
8.810000,32656,32876,33387,32809
8.820000,32676,32722,33273,33016
8.830000,32921,32779,32998,33084
8.840000,32975,32746,33014,33144
8.850000,33212,32696,32808,33254
8.860000,33292,32637,32788,33343
8.870000,33166,32583,32991,33349
8.880000,33137,32545,33000,33388
8.890000,32793,32457,33361,33367
8.900000,32593,32472,33467,33340
8.910000,32639,32670,33412,33114
8.920000,32611,32815,33381,32981
8.930000,32695,32895,33267,32896
8.940000,32889,32973,33016,32898
8.950000,33176,32836,32736,33115
8.960000,33204,32891,32819,33066
8.970000,32984,32932,33101,32968
8.980000,32703,32825,33358,32998
8.990000,32613,32789,33336,33078
9.000000,32555,32943,33366,32930
9.010000,32632,32987,33192,32967
9.020000,32868,32831,32951,33186
9.030000,32904,32531,32961,33515
9.040000,33103,32607,32814,33510
9.050000,33345,32812,32653,33334
9.060000,33370,32967,32720,33121
9.070000,33306,33166,32776,32873
9.080000,33177,33207,32842,32779
9.090000,32970,33137,33012,32762
9.100000,32786,33043,33165,32772
9.110000,32655,32979,33258,32788
9.120000,32819,33168,33017,32664
9.130000,33021,33297,32790,32592
9.140000,32955,33188,32900,32677
9.150000,32728,32962,33156,32833
9.160000,32713,32862,33087,33004
9.170000,32730,33031,33039,32897
9.180000,32704,33116,33038,32826
9.190000,32709,33034,33025,32908
9.200000,32733,32918,33034,33013
9.210000,32644,32802,33170,33091
9.220000,32641,32676,33159,33236
9.230000,32490,32853,33360,33007
9.240000,32669,32858,33108,33076
9.250000,32868,33026,32905,32992
9.260000,32989,33171,32843,32849
9.270000,33060,33139,32820,32868
9.280000,33017,32926,32910,33050
9.290000,33049,32874,32928,33097
9.300000,33207,33159,32829,32821
9.310000,33151,33196,32875,32766
9.320000,33059,33162,32883,32827
9.330000,33140,33114,32746,32914
9.340000,32977,33058,32953,32909
9.350000,32887,33062,33055,32845
9.360000,32773,33096,33177,32750
9.370000,32845,33133,33058,32738
9.380000,33144,33145,32678,32861
9.390000,33396,32989,32481,33088
9.400000,33492,32816,32468,33304
9.410000,33449,32661,32618,33424
9.420000,33294,32559,32838,33444
9.430000,32980,32615,33177,33273
9.440000,32803,32767,33264,33104
9.450000,32707,32807,33246,33090
9.460000,32697,32893,33162,33060
9.470000,32914,33007,32887,33029
9.480000,33213,32977,32606,33125
9.490000,33382,33049,32540,33073
9.500000,33237,32956,32753,33116
9.510000,33249,32923,32757,33126
9.520000,33045,32948,32951,33066
9.530000,32704,32752,33211,33204
9.540000,32654,32785,33201,33158
9.550000,32930,32995,32927,32979
9.560000,33174,33307,32732,32678
9.570000,33022,33301,32907,32645
9.580000,32876,33130,32998,32799
9.590000,32831,32862,33015,33055
9.600000,32842,32788,33011,33151
9.610000,32749,32802,33078,33159
9.620000,32759,32795,33022,33207
9.630000,32963,32973,32844,33069
9.640000,33147,32924,32685,33159
9.650000,33280,32969,32609,33144
9.660000,33052,33046,32925,32973
9.670000,32865,33163,33094,32774
9.680000,32691,33275,33238,32556
9.690000,32737,33213,33096,32617
9.700000,32946,33241,32846,32665
9.710000,33060,33228,32794,32693
9.720000,33045,33035,32857,32884
9.730000,32723,32954,33271,32830
9.740000,32775,32930,33135,32884
9.750000,32752,33171,33144,32652
9.760000,32725,33284,33101,32568
9.770000,32783,33243,32929,32694
9.780000,32965,33121,32684,32931
9.790000,33246,33207,32524,32857
9.800000,33194,33201,32729,32771
9.810000,33273,33198,32652,32774
9.820000,33187,33071,32724,32891
9.830000,33040,32930,32837,33021
9.840000,32878,32990,32995,32918
9.850000,33016,33065,32783,32900
9.860000,33168,33076,32585,32984
9.870000,32997,32946,32849,33035
9.880000,32722,32795,33129,33111
9.890000,32652,32847,33165,33068
9.900000,32860,32847,32944,33123
9.910000,33057,32981,32799,33057
9.920000,33042,32967,32907,33037
9.930000,33287,32858,32631,33226
9.940000,33390,32859,32628,33215
9.950000,33610,32902,32486,33174
9.960000,33685,33121,32450,32989
9.970000,33456,33135,32745,32853
9.980000,33113,33068,33073,32796
9.990000,33183,33057,32875,32847
