0.000000000000000000e+00,1.005344389966362773e-01
1.000000000000000021e-02,1.017713206129621656e-01
2.000000000000000042e-02,1.036922080821220810e-01
2.999999999999999889e-02,1.062600672501751997e-01
4.000000000000000083e-02,1.094349071200674955e-01
5.000000000000000278e-02,1.131906334896831540e-01
5.999999999999999778e-02,1.175025332485546692e-01
7.000000000000000666e-02,1.223385619018236281e-01
8.000000000000000167e-02,1.276633943865640997e-01
8.999999999999999667e-02,1.334465752447807352e-01
1.000000000000000056e-01,1.396527906882508996e-01
1.100000000000000006e-01,1.462521735896138986e-01
1.199999999999999956e-01,1.532198110796497148e-01
1.300000000000000044e-01,1.605236008356876742e-01
1.400000000000000133e-01,1.681345368717160615e-01
1.499999999999999944e-01,1.760296543543752867e-01
1.600000000000000033e-01,1.841814290054655801e-01
1.700000000000000122e-01,1.925684491236844820e-01
1.799999999999999933e-01,2.011761772437722362e-01
1.900000000000000022e-01,2.099808250793844255e-01
2.000000000000000111e-01,2.189626193973730484e-01
2.099999999999999922e-01,2.281098117353968779e-01
2.200000000000000011e-01,2.374017668278951831e-01
2.300000000000000100e-01,2.468236497870519575e-01
2.399999999999999911e-01,2.563593922180544826e-01
2.500000000000000000e-01,2.659984670088536007e-01
2.600000000000000089e-01,2.757227671790131174e-01
2.700000000000000178e-01,2.855242074523172691e-01
2.800000000000000266e-01,2.953947893558945825e-01
2.899999999999999800e-01,3.053230730414593364e-01
2.999999999999999889e-01,3.152951234809661107e-01
3.099999999999999978e-01,3.252948369867318945e-01
3.200000000000000067e-01,3.353111246041044491e-01
3.300000000000000155e-01,3.453400505517543184e-01
3.400000000000000244e-01,3.553767038300412184e-01
3.500000000000000333e-01,3.654078196593802397e-01
3.599999999999999867e-01,3.754236609794714408e-01
3.699999999999999956e-01,3.854203277577293862e-01
3.800000000000000044e-01,3.953883089134653250e-01
3.900000000000000133e-01,4.053172542793492816e-01
4.000000000000000222e-01,4.151994642530456026e-01
4.100000000000000311e-01,4.250318781495108778e-01
4.199999999999999845e-01,4.348079215558217081e-01
4.299999999999999933e-01,4.445158627012864017e-01
4.400000000000000022e-01,4.541529449641820704e-01
4.500000000000000111e-01,4.637152246993246352e-01
4.600000000000000200e-01,4.731979766067360149e-01
4.700000000000000289e-01,4.826001098871438022e-01
4.799999999999999822e-01,4.919166059849012229e-01
4.899999999999999911e-01,5.011398049058557458e-01
5.000000000000000000e-01,5.102712674268352622e-01
5.100000000000000089e-01,5.193101842646967725e-01
5.200000000000000178e-01,5.282512953608224926e-01
5.300000000000000266e-01,5.370899157194418683e-01
5.400000000000000355e-01,5.458212861421384288e-01
5.500000000000000444e-01,5.544478974647376601e-01
5.600000000000000533e-01,5.629666068742738005e-01
5.700000000000000622e-01,5.713766310575915108e-01
5.799999999999999600e-01,5.796805671007314587e-01
5.899999999999999689e-01,5.878742757707098310e-01
5.999999999999999778e-01,5.959540132710705596e-01
6.099999999999999867e-01,6.039177894202800712e-01
6.199999999999999956e-01,6.117650471113055266e-01
6.300000000000000044e-01,6.194988397993146378e-01
6.400000000000000133e-01,6.271195192781415795e-01
6.500000000000000222e-01,6.346287677755348966e-01
6.600000000000000311e-01,6.420252730872041402e-01
6.700000000000000400e-01,6.493080521879524003e-01
6.800000000000000488e-01,6.564730885942985372e-01
6.900000000000000577e-01,6.635251320371654549e-01
7.000000000000000666e-01,6.704674971914771353e-01
7.099999999999999645e-01,6.773006882469997381e-01
7.199999999999999734e-01,6.840231632591955435e-01
7.299999999999999822e-01,6.906334179572228837e-01
7.399999999999999911e-01,6.971333781470288038e-01
7.500000000000000000e-01,7.035296756365756465e-01
7.600000000000000089e-01,7.098221777208633121e-01
7.700000000000000178e-01,7.160071921998091282e-01
7.800000000000000266e-01,7.220872133038358509e-01
7.900000000000000355e-01,7.280643271112742232e-01
8.000000000000000444e-01,7.339399311562536665e-01
8.100000000000000533e-01,7.397166200409941439e-01
8.200000000000000622e-01,7.453950307811202380e-01
8.300000000000000711e-01,7.509714705890034869e-01
8.399999999999999689e-01,7.564473193840384191e-01
8.499999999999999778e-01,7.618247173913925696e-01
8.599999999999999867e-01,7.671062454385279006e-01
8.699999999999999956e-01,7.722928998527825994e-01
8.800000000000000044e-01,7.773902863865502777e-01
8.900000000000000133e-01,7.823978041149241003e-01
9.000000000000000222e-01,7.873146209072761081e-01
9.100000000000000311e-01,7.921404306637339632e-01
9.200000000000000400e-01,7.968747384567266279e-01
9.300000000000000488e-01,8.015189355119520798e-01
9.400000000000000577e-01,8.060768834298615015e-01
9.500000000000000666e-01,8.105515874459573444e-01
9.599999999999999645e-01,8.149425990308390988e-01
9.699999999999999734e-01,8.192494707660991082e-01
9.799999999999999822e-01,8.234737220008109260e-01
9.899999999999999911e-01,8.276180901963017256e-01
1.000000000000000000e+00,8.316808110364564133e-01
1.010000000000000009e+00,8.356653871335600892e-01
1.020000000000000018e+00,8.395764616596169683e-01
1.030000000000000027e+00,8.434148323994616891e-01
1.040000000000000036e+00,8.471769421178452220e-01
1.050000000000000044e+00,8.508640796296029762e-01
1.060000000000000053e+00,8.544780596933836403e-01
1.070000000000000062e+00,8.580206157822045654e-01
1.080000000000000071e+00,8.614924254654738878e-01
1.090000000000000080e+00,8.648926555827823881e-01
1.100000000000000089e+00,8.682234534022179595e-01
1.110000000000000098e+00,8.714861813598789864e-01
1.120000000000000107e+00,8.746836791803190847e-01
1.130000000000000115e+00,8.778162100669676393e-01
1.140000000000000124e+00,8.808848652871760221e-01
1.150000000000000133e+00,8.838905812510795545e-01
1.159999999999999920e+00,8.868346943703609986e-01
1.169999999999999929e+00,8.897164114373827815e-01
1.179999999999999938e+00,8.925369812723727980e-01
1.189999999999999947e+00,8.952977601157734444e-01
1.199999999999999956e+00,8.980006667803324127e-01
1.209999999999999964e+00,9.006480826776563919e-01
1.219999999999999973e+00,9.032382930401792187e-01
1.229999999999999982e+00,9.057692776602731533e-01
1.239999999999999991e+00,9.082419427334551543e-01
1.250000000000000000e+00,9.106566960790012377e-01
1.260000000000000009e+00,9.130125898462959633e-01
1.270000000000000018e+00,9.153117448632654973e-01
1.280000000000000027e+00,9.175557134070772003e-01
1.290000000000000036e+00,9.197473724514896309e-01
1.300000000000000044e+00,9.218897615887244879e-01
1.310000000000000053e+00,9.239843314750488812e-01
1.320000000000000062e+00,9.260326546889396937e-01
1.330000000000000071e+00,9.280338452112741887e-01
1.340000000000000080e+00,9.299882166626131097e-01
1.350000000000000089e+00,9.318974292533921400e-01
1.360000000000000098e+00,9.337624757078766269e-01
1.370000000000000107e+00,9.355847664971683741e-01
1.380000000000000115e+00,9.373630502801857389e-01
